char_idx,char,top_left_x,top_left_y,width,height,char_idx_in_line,line_idx,page,word_idx,word_idx_in_line,word,question_image_version
16,d,433.3882352941179,259.25,14.411764705882353,33,16,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_1
0,A,202.79999999999998,777.75,14.384615384615385,33,0,0,toy_text_1_1_question_1111_distractor_b,0,0,A,question_images_version_1
1, ,217.18461538461537,777.75,14.384615384615385,33,1,0,toy_text_1_1_question_1111_distractor_b,0,0,,question_images_version_1
2,J,231.56923076923076,777.75,14.384615384615385,33,2,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_1
3,a,245.95384615384614,777.75,14.384615384615385,33,3,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_1
4,v,260.3384615384615,777.75,14.384615384615385,33,4,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_1
5,a,274.72307692307686,777.75,14.384615384615385,33,5,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_1
6, ,289.1076923076922,777.75,14.384615384615385,33,6,0,toy_text_1_1_question_1111_distractor_b,1,1,,question_images_version_1
7,s,303.4923076923076,777.75,14.384615384615385,33,7,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_1
8,c,317.87692307692294,777.75,14.384615384615385,33,8,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_1
9,r,332.2615384615383,777.75,14.384615384615385,33,9,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_1
10,i,346.64615384615365,777.75,14.384615384615385,33,10,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_1
11,p,361.030769230769,777.75,14.384615384615385,33,11,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_1
12,t,375.41538461538437,777.75,14.384615384615385,33,12,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_1
0,A,716.5600000000001,456.28000000000003,14.416666666666666,33,0,0,toy_text_1_1_question_1111_distractor_c,0,0,A,question_images_version_1
1, ,730.9766666666667,456.28000000000003,14.416666666666666,33,1,0,toy_text_1_1_question_1111_distractor_c,0,0,,question_images_version_1
2,t,745.3933333333333,456.28000000000003,14.416666666666666,33,2,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_1
3,e,759.81,456.28000000000003,14.416666666666666,33,3,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_1
4,s,774.2266666666666,456.28000000000003,14.416666666666666,33,4,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_1
5,t,788.6433333333332,456.28000000000003,14.416666666666666,33,5,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_1
6, ,803.0599999999998,456.28000000000003,14.416666666666666,33,6,0,toy_text_1_1_question_1111_distractor_c,1,1,,question_images_version_1
7,s,817.4766666666665,456.28000000000003,14.416666666666666,33,7,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_1
8,u,831.8933333333331,456.28000000000003,14.416666666666666,33,8,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_1
9,i,846.3099999999997,456.28000000000003,14.416666666666666,33,9,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_1
10,t,860.7266666666663,456.28000000000003,14.416666666666666,33,10,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_1
11,e,875.143333333333,456.28000000000003,14.416666666666666,33,11,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_1
0,W,85.0,92.0,14.4,33,0,0,question_1111,0,0,What,question_images_version_2
1,h,99.4,92.0,14.4,33,1,0,question_1111,0,0,What,question_images_version_2
2,a,113.80000000000001,92.0,14.4,33,2,0,question_1111,0,0,What,question_images_version_2
3,t,128.20000000000002,92.0,14.4,33,3,0,question_1111,0,0,What,question_images_version_2
4, ,142.60000000000002,92.0,14.4,33,4,0,question_1111,0,0,,question_images_version_2
5,i,157.00000000000003,92.0,14.4,33,5,0,question_1111,1,1,is,question_images_version_2
6,s,171.40000000000003,92.0,14.4,33,6,0,question_1111,1,1,is,question_images_version_2
7, ,185.80000000000004,92.0,14.4,33,7,0,question_1111,1,1,,question_images_version_2
8,p,200.20000000000005,92.0,14.4,33,8,0,question_1111,2,2,pymovements?,question_images_version_2
9,y,214.60000000000005,92.0,14.4,33,9,0,question_1111,2,2,pymovements?,question_images_version_2
10,m,229.00000000000006,92.0,14.4,33,10,0,question_1111,2,2,pymovements?,question_images_version_2
11,o,243.40000000000006,92.0,14.4,33,11,0,question_1111,2,2,pymovements?,question_images_version_2
12,v,257.80000000000007,92.0,14.4,33,12,0,question_1111,2,2,pymovements?,question_images_version_2
13,e,272.20000000000005,92.0,14.4,33,13,0,question_1111,2,2,pymovements?,question_images_version_2
14,m,286.6,92.0,14.4,33,14,0,question_1111,2,2,pymovements?,question_images_version_2
15,e,301.0,92.0,14.4,33,15,0,question_1111,2,2,pymovements?,question_images_version_2
16,n,315.4,92.0,14.4,33,16,0,question_1111,2,2,pymovements?,question_images_version_2
17,t,329.79999999999995,92.0,14.4,33,17,0,question_1111,2,2,pymovements?,question_images_version_2
18,s,344.19999999999993,92.0,14.4,33,18,0,question_1111,2,2,pymovements?,question_images_version_2
19,?,358.5999999999999,92.0,14.4,33,19,0,question_1111,2,2,pymovements?,question_images_version_2
0,A,202.79999999999998,777.75,14.4375,33,0,0,toy_text_1_1_question_1111_target,0,0,A,question_images_version_2
1, ,217.23749999999998,777.75,14.4375,33,1,0,toy_text_1_1_question_1111_target,0,0,,question_images_version_2
2,P,231.67499999999998,777.75,14.4375,33,2,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_2
3,y,246.11249999999998,777.75,14.4375,33,3,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_2
4,t,260.54999999999995,777.75,14.4375,33,4,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_2
5,h,274.98749999999995,777.75,14.4375,33,5,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_2
6,o,289.42499999999995,777.75,14.4375,33,6,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_2
7,n,303.86249999999995,777.75,14.4375,33,7,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_2
8, ,318.29999999999995,777.75,14.4375,33,8,0,toy_text_1_1_question_1111_target,1,1,,question_images_version_2
9,p,332.73749999999995,777.75,14.4375,33,9,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_2
10,a,347.17499999999995,777.75,14.4375,33,10,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_2
11,c,361.61249999999995,777.75,14.4375,33,11,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_2
12,k,376.04999999999995,777.75,14.4375,33,12,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_2
13,a,390.48749999999995,777.75,14.4375,33,13,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_2
14,g,404.92499999999995,777.75,14.4375,33,14,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_2
15,e,419.36249999999995,777.75,14.4375,33,15,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_2
0,A,716.5600000000001,456.28000000000003,14.411764705882353,33,0,0,toy_text_1_1_question_1111_distractor_a,0,0,A,question_images_version_2
1, ,730.9717647058824,456.28000000000003,14.411764705882353,33,1,0,toy_text_1_1_question_1111_distractor_a,0,0,,question_images_version_2
2,p,745.3835294117647,456.28000000000003,14.411764705882353,33,2,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_2
3,l,759.795294117647,456.28000000000003,14.411764705882353,33,3,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_2
4,o,774.2070588235293,456.28000000000003,14.411764705882353,33,4,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_2
5,t,788.6188235294117,456.28000000000003,14.411764705882353,33,5,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_2
6,t,803.030588235294,456.28000000000003,14.411764705882353,33,6,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_2
7,i,817.4423529411763,456.28000000000003,14.411764705882353,33,7,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_2
8,n,831.8541176470586,456.28000000000003,14.411764705882353,33,8,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_2
9,g,846.2658823529409,456.28000000000003,14.411764705882353,33,9,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_2
10, ,860.6776470588233,456.28000000000003,14.411764705882353,33,10,0,toy_text_1_1_question_1111_distractor_a,1,1,,question_images_version_2
11,m,875.0894117647056,456.28000000000003,14.411764705882353,33,11,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_2
12,e,889.5011764705879,456.28000000000003,14.411764705882353,33,12,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_2
13,t,903.9129411764702,456.28000000000003,14.411764705882353,33,13,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_2
14,h,918.3247058823525,456.28000000000003,14.411764705882353,33,14,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_2
15,o,932.7364705882349,456.28000000000003,14.411764705882353,33,15,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_2
16,d,947.1482352941172,456.28000000000003,14.411764705882353,33,16,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_2
0,A,202.79999999999998,259.25,14.384615384615385,33,0,0,toy_text_1_1_question_1111_distractor_b,0,0,A,question_images_version_2
1, ,217.18461538461537,259.25,14.384615384615385,33,1,0,toy_text_1_1_question_1111_distractor_b,0,0,,question_images_version_2
2,J,231.56923076923076,259.25,14.384615384615385,33,2,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_2
3,a,245.95384615384614,259.25,14.384615384615385,33,3,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_2
4,v,260.3384615384615,259.25,14.384615384615385,33,4,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_2
5,a,274.72307692307686,259.25,14.384615384615385,33,5,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_2
6, ,289.1076923076922,259.25,14.384615384615385,33,6,0,toy_text_1_1_question_1111_distractor_b,1,1,,question_images_version_2
7,s,303.4923076923076,259.25,14.384615384615385,33,7,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_2
8,c,317.87692307692294,259.25,14.384615384615385,33,8,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_2
9,r,332.2615384615383,259.25,14.384615384615385,33,9,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_2
10,i,346.64615384615365,259.25,14.384615384615385,33,10,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_2
11,p,361.030769230769,259.25,14.384615384615385,33,11,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_2
12,t,375.41538461538437,259.25,14.384615384615385,33,12,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_2
0,A,85.0,456.28000000000003,14.416666666666666,33,0,0,toy_text_1_1_question_1111_distractor_c,0,0,A,question_images_version_2
1, ,99.41666666666667,456.28000000000003,14.416666666666666,33,1,0,toy_text_1_1_question_1111_distractor_c,0,0,,question_images_version_2
2,t,113.83333333333334,456.28000000000003,14.416666666666666,33,2,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_2
3,e,128.25,456.28000000000003,14.416666666666666,33,3,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_2
4,s,142.66666666666666,456.28000000000003,14.416666666666666,33,4,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_2
5,t,157.08333333333331,456.28000000000003,14.416666666666666,33,5,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_2
6, ,171.49999999999997,456.28000000000003,14.416666666666666,33,6,0,toy_text_1_1_question_1111_distractor_c,1,1,,question_images_version_2
7,s,185.91666666666663,456.28000000000003,14.416666666666666,33,7,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_2
8,u,200.3333333333333,456.28000000000003,14.416666666666666,33,8,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_2
9,i,214.74999999999994,456.28000000000003,14.416666666666666,33,9,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_2
10,t,229.1666666666666,456.28000000000003,14.416666666666666,33,10,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_2
11,e,243.58333333333326,456.28000000000003,14.416666666666666,33,11,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_2
0,W,85.0,92.0,14.4,33,0,0,question_1111,0,0,What,question_images_version_3
1,h,99.4,92.0,14.4,33,1,0,question_1111,0,0,What,question_images_version_3
2,a,113.80000000000001,92.0,14.4,33,2,0,question_1111,0,0,What,question_images_version_3
3,t,128.20000000000002,92.0,14.4,33,3,0,question_1111,0,0,What,question_images_version_3
4, ,142.60000000000002,92.0,14.4,33,4,0,question_1111,0,0,,question_images_version_3
5,i,157.00000000000003,92.0,14.4,33,5,0,question_1111,1,1,is,question_images_version_3
6,s,171.40000000000003,92.0,14.4,33,6,0,question_1111,1,1,is,question_images_version_3
7, ,185.80000000000004,92.0,14.4,33,7,0,question_1111,1,1,,question_images_version_3
8,p,200.20000000000005,92.0,14.4,33,8,0,question_1111,2,2,pymovements?,question_images_version_3
9,y,214.60000000000005,92.0,14.4,33,9,0,question_1111,2,2,pymovements?,question_images_version_3
10,m,229.00000000000006,92.0,14.4,33,10,0,question_1111,2,2,pymovements?,question_images_version_3
11,o,243.40000000000006,92.0,14.4,33,11,0,question_1111,2,2,pymovements?,question_images_version_3
12,v,257.80000000000007,92.0,14.4,33,12,0,question_1111,2,2,pymovements?,question_images_version_3
13,e,272.20000000000005,92.0,14.4,33,13,0,question_1111,2,2,pymovements?,question_images_version_3
14,m,286.6,92.0,14.4,33,14,0,question_1111,2,2,pymovements?,question_images_version_3
15,e,301.0,92.0,14.4,33,15,0,question_1111,2,2,pymovements?,question_images_version_3
16,n,315.4,92.0,14.4,33,16,0,question_1111,2,2,pymovements?,question_images_version_3
17,t,329.79999999999995,92.0,14.4,33,17,0,question_1111,2,2,pymovements?,question_images_version_3
18,s,344.19999999999993,92.0,14.4,33,18,0,question_1111,2,2,pymovements?,question_images_version_3
19,?,358.5999999999999,92.0,14.4,33,19,0,question_1111,2,2,pymovements?,question_images_version_3
0,A,202.79999999999998,259.25,14.4375,33,0,0,toy_text_1_1_question_1111_target,0,0,A,question_images_version_3
1, ,217.23749999999998,259.25,14.4375,33,1,0,toy_text_1_1_question_1111_target,0,0,,question_images_version_3
2,P,231.67499999999998,259.25,14.4375,33,2,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_3
3,y,246.11249999999998,259.25,14.4375,33,3,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_3
4,t,260.54999999999995,259.25,14.4375,33,4,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_3
5,h,274.98749999999995,259.25,14.4375,33,5,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_3
6,o,289.42499999999995,259.25,14.4375,33,6,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_3
7,n,303.86249999999995,259.25,14.4375,33,7,0,toy_text_1_1_question_1111_target,1,1,Python,question_images_version_3
8, ,318.29999999999995,259.25,14.4375,33,8,0,toy_text_1_1_question_1111_target,1,1,,question_images_version_3
9,p,332.73749999999995,259.25,14.4375,33,9,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_3
10,a,347.17499999999995,259.25,14.4375,33,10,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_3
11,c,361.61249999999995,259.25,14.4375,33,11,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_3
12,k,376.04999999999995,259.25,14.4375,33,12,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_3
13,a,390.48749999999995,259.25,14.4375,33,13,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_3
14,g,404.92499999999995,259.25,14.4375,33,14,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_3
15,e,419.36249999999995,259.25,14.4375,33,15,0,toy_text_1_1_question_1111_target,2,2,package,question_images_version_3
0,A,202.79999999999998,777.75,14.411764705882353,33,0,0,toy_text_1_1_question_1111_distractor_a,0,0,A,question_images_version_3
1, ,217.21176470588233,777.75,14.411764705882353,33,1,0,toy_text_1_1_question_1111_distractor_a,0,0,,question_images_version_3
2,p,231.62352941176468,777.75,14.411764705882353,33,2,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_3
3,l,246.03529411764703,777.75,14.411764705882353,33,3,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_3
4,o,260.4470588235294,777.75,14.411764705882353,33,4,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_3
5,t,274.8588235294118,777.75,14.411764705882353,33,5,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_3
6,t,289.27058823529416,777.75,14.411764705882353,33,6,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_3
7,i,303.68235294117653,777.75,14.411764705882353,33,7,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_3
8,n,318.0941176470589,777.75,14.411764705882353,33,8,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_3
9,g,332.5058823529413,777.75,14.411764705882353,33,9,0,toy_text_1_1_question_1111_distractor_a,1,1,plotting,question_images_version_3
10, ,346.91764705882366,777.75,14.411764705882353,33,10,0,toy_text_1_1_question_1111_distractor_a,1,1,,question_images_version_3
11,m,361.32941176470604,777.75,14.411764705882353,33,11,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_3
12,e,375.7411764705884,777.75,14.411764705882353,33,12,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_3
13,t,390.1529411764708,777.75,14.411764705882353,33,13,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_3
14,h,404.56470588235317,777.75,14.411764705882353,33,14,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_3
15,o,418.97647058823554,777.75,14.411764705882353,33,15,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_3
16,d,433.3882352941179,777.75,14.411764705882353,33,16,0,toy_text_1_1_question_1111_distractor_a,2,2,method,question_images_version_3
0,A,85.0,456.28000000000003,14.384615384615385,33,0,0,toy_text_1_1_question_1111_distractor_b,0,0,A,question_images_version_3
1, ,99.38461538461539,456.28000000000003,14.384615384615385,33,1,0,toy_text_1_1_question_1111_distractor_b,0,0,,question_images_version_3
2,J,113.76923076923077,456.28000000000003,14.384615384615385,33,2,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_3
3,a,128.15384615384616,456.28000000000003,14.384615384615385,33,3,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_3
4,v,142.53846153846155,456.28000000000003,14.384615384615385,33,4,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_3
5,a,156.92307692307693,456.28000000000003,14.384615384615385,33,5,0,toy_text_1_1_question_1111_distractor_b,1,1,Java,question_images_version_3
6, ,171.30769230769232,456.28000000000003,14.384615384615385,33,6,0,toy_text_1_1_question_1111_distractor_b,1,1,,question_images_version_3
7,s,185.6923076923077,456.28000000000003,14.384615384615385,33,7,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_3
8,c,200.0769230769231,456.28000000000003,14.384615384615385,33,8,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_3
9,r,214.46153846153848,456.28000000000003,14.384615384615385,33,9,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_3
10,i,228.84615384615387,456.28000000000003,14.384615384615385,33,10,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_3
11,p,243.23076923076925,456.28000000000003,14.384615384615385,33,11,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_3
12,t,257.61538461538464,456.28000000000003,14.384615384615385,33,12,0,toy_text_1_1_question_1111_distractor_b,2,2,script,question_images_version_3
0,A,716.5600000000001,456.28000000000003,14.416666666666666,33,0,0,toy_text_1_1_question_1111_distractor_c,0,0,A,question_images_version_3
1, ,730.9766666666667,456.28000000000003,14.416666666666666,33,1,0,toy_text_1_1_question_1111_distractor_c,0,0,,question_images_version_3
2,t,745.3933333333333,456.28000000000003,14.416666666666666,33,2,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_3
3,e,759.81,456.28000000000003,14.416666666666666,33,3,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_3
4,s,774.2266666666666,456.28000000000003,14.416666666666666,33,4,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_3
5,t,788.6433333333332,456.28000000000003,14.416666666666666,33,5,0,toy_text_1_1_question_1111_distractor_c,1,1,test,question_images_version_3
6, ,803.0599999999998,456.28000000000003,14.416666666666666,33,6,0,toy_text_1_1_question_1111_distractor_c,1,1,,question_images_version_3
7,s,817.4766666666665,456.28000000000003,14.416666666666666,33,7,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_3
8,u,831.8933333333331,456.28000000000003,14.416666666666666,33,8,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_3
9,i,846.3099999999997,456.28000000000003,14.416666666666666,33,9,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_3
10,t,860.7266666666663,456.28000000000003,14.416666666666666,33,10,0,toy_text_1_1_question_1111_distractor_c,2,2,suite,question_images_version_3
