char_idx,char,top_left_x,top_left_y,width,height,char_idx_in_line,line_idx,page,word_idx,word_idx_in_line,word,question_image_version
14,g,887.12,440.88,14,33,14,0,toy_text_1_1_question_01111_target,2,2,package,question_images_version_1
15,e,901.12,440.88,14,33,15,0,toy_text_1_1_question_01111_target,2,2,package,question_images_version_1
0,A,195.6,250.5,14,33,0,0,toy_text_1_1_question_01111_distractor_a,0,0,A,question_images_version_1
1, ,209.6,250.5,14,33,1,0,toy_text_1_1_question_01111_distractor_a,0,0,,question_images_version_1
2,p,223.6,250.5,14,33,2,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_1
3,l,237.6,250.5,14,33,3,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_1
4,o,251.6,250.5,14,33,4,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_1
5,t,265.6,250.5,14,33,5,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_1
6,t,279.6,250.5,14,33,6,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_1
7,i,293.6,250.5,14,33,7,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_1
8,n,307.6,250.5,14,33,8,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_1
9,g,321.6,250.5,14,33,9,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_1
10, ,335.6,250.5,14,33,10,0,toy_text_1_1_question_01111_distractor_a,1,1,,question_images_version_1
11,m,349.6,250.5,14,33,11,0,toy_text_1_1_question_01111_distractor_a,2,2,method,question_images_version_1
12,e,363.6,250.5,14,33,12,0,toy_text_1_1_question_01111_distractor_a,2,2,method,question_images_version_1
13,t,377.6,250.5,14,33,13,0,toy_text_1_1_question_01111_distractor_a,2,2,method,question_images_version_1
14,h,391.6,250.5,14,33,14,0,toy_text_1_1_question_01111_distractor_a,2,2,method,question_images_version_1
15,o,405.6,250.5,14,33,15,0,toy_text_1_1_question_01111_distractor_a,2,2,method,question_images_version_1
16,d,419.6,250.5,14,33,16,0,toy_text_1_1_question_01111_distractor_a,2,2,method,question_images_version_1
0,A,81.0,440.88,14,33,0,0,toy_text_1_1_question_01111_distractor_b,0,0,A,question_images_version_1
1, ,95.0,440.88,14,33,1,0,toy_text_1_1_question_01111_distractor_b,0,0,,question_images_version_1
2,J,109.0,440.88,14,33,2,0,toy_text_1_1_question_01111_distractor_b,1,1,Java,question_images_version_1
3,a,123.0,440.88,14,33,3,0,toy_text_1_1_question_01111_distractor_b,1,1,Java,question_images_version_1
4,v,137.0,440.88,14,33,4,0,toy_text_1_1_question_01111_distractor_b,1,1,Java,question_images_version_1
5,a,151.0,440.88,14,33,5,0,toy_text_1_1_question_01111_distractor_b,1,1,Java,question_images_version_1
6, ,165.0,440.88,14,33,6,0,toy_text_1_1_question_01111_distractor_b,1,1,,question_images_version_1
7,s,179.0,440.88,14,33,7,0,toy_text_1_1_question_01111_distractor_b,2,2,script,question_images_version_1
8,c,193.0,440.88,14,33,8,0,toy_text_1_1_question_01111_distractor_b,2,2,script,question_images_version_1
9,r,207.0,440.88,14,33,9,0,toy_text_1_1_question_01111_distractor_b,2,2,script,question_images_version_1
10,i,221.0,440.88,14,33,10,0,toy_text_1_1_question_01111_distractor_b,2,2,script,question_images_version_1
11,p,235.0,440.88,14,33,11,0,toy_text_1_1_question_01111_distractor_b,2,2,script,question_images_version_1
12,t,249.0,440.88,14,33,12,0,toy_text_1_1_question_01111_distractor_b,2,2,script,question_images_version_1
0,A,195.6,751.5,14,33,0,0,toy_text_1_1_question_01111_distractor_c,0,0,A,question_images_version_1
1, ,209.6,751.5,14,33,1,0,toy_text_1_1_question_01111_distractor_c,0,0,,question_images_version_1
2,t,223.6,751.5,14,33,2,0,toy_text_1_1_question_01111_distractor_c,1,1,test,question_images_version_1
3,e,237.6,751.5,14,33,3,0,toy_text_1_1_question_01111_distractor_c,1,1,test,question_images_version_1
4,s,251.6,751.5,14,33,4,0,toy_text_1_1_question_01111_distractor_c,1,1,test,question_images_version_1
5,t,265.6,751.5,14,33,5,0,toy_text_1_1_question_01111_distractor_c,1,1,test,question_images_version_1
6, ,279.6,751.5,14,33,6,0,toy_text_1_1_question_01111_distractor_c,1,1,,question_images_version_1
7,s,293.6,751.5,14,33,7,0,toy_text_1_1_question_01111_distractor_c,2,2,suite,question_images_version_1
8,u,307.6,751.5,14,33,8,0,toy_text_1_1_question_01111_distractor_c,2,2,suite,question_images_version_1
9,i,321.6,751.5,14,33,9,0,toy_text_1_1_question_01111_distractor_c,2,2,suite,question_images_version_1
10,t,335.6,751.5,14,33,10,0,toy_text_1_1_question_01111_distractor_c,2,2,suite,question_images_version_1
11,e,349.6,751.5,14,33,11,0,toy_text_1_1_question_01111_distractor_c,2,2,suite,question_images_version_1
0,W,81.0,89.0,14,33,0,0,question_01111,0,0,What,question_images_version_2
1,h,95.0,89.0,14,33,1,0,question_01111,0,0,What,question_images_version_2
2,a,109.0,89.0,14,33,2,0,question_01111,0,0,What,question_images_version_2
3,t,123.0,89.0,14,33,3,0,question_01111,0,0,What,question_images_version_2
4, ,137.0,89.0,14,33,4,0,question_01111,0,0,,question_images_version_2
5,i,151.0,89.0,14,33,5,0,question_01111,1,1,is,question_images_version_2
6,s,165.0,89.0,14,33,6,0,question_01111,1,1,is,question_images_version_2
7, ,179.0,89.0,14,33,7,0,question_01111,1,1,,question_images_version_2
8,p,193.0,89.0,14,33,8,0,question_01111,2,2,pymovements?,question_images_version_2
9,y,207.0,89.0,14,33,9,0,question_01111,2,2,pymovements?,question_images_version_2
10,m,221.0,89.0,14,33,10,0,question_01111,2,2,pymovements?,question_images_version_2
11,o,235.0,89.0,14,33,11,0,question_01111,2,2,pymovements?,question_images_version_2
12,v,249.0,89.0,14,33,12,0,question_01111,2,2,pymovements?,question_images_version_2
13,e,263.0,89.0,14,33,13,0,question_01111,2,2,pymovements?,question_images_version_2
14,m,277.0,89.0,14,33,14,0,question_01111,2,2,pymovements?,question_images_version_2
15,e,291.0,89.0,14,33,15,0,question_01111,2,2,pymovements?,question_images_version_2
16,n,305.0,89.0,14,33,16,0,question_01111,2,2,pymovements?,question_images_version_2
17,t,319.0,89.0,14,33,17,0,question_01111,2,2,pymovements?,question_images_version_2
18,s,333.0,89.0,14,33,18,0,question_01111,2,2,pymovements?,question_images_version_2
19,?,347.0,89.0,14,33,19,0,question_01111,2,2,pymovements?,question_images_version_2
0,A,691.12,440.88,14,33,0,0,toy_text_1_1_question_01111_target,0,0,A,question_images_version_2
1, ,705.12,440.88,14,33,1,0,toy_text_1_1_question_01111_target,0,0,,question_images_version_2
2,P,719.12,440.88,14,33,2,0,toy_text_1_1_question_01111_target,1,1,Python,question_images_version_2
3,y,733.12,440.88,14,33,3,0,toy_text_1_1_question_01111_target,1,1,Python,question_images_version_2
4,t,747.12,440.88,14,33,4,0,toy_text_1_1_question_01111_target,1,1,Python,question_images_version_2
5,h,761.12,440.88,14,33,5,0,toy_text_1_1_question_01111_target,1,1,Python,question_images_version_2
6,o,775.12,440.88,14,33,6,0,toy_text_1_1_question_01111_target,1,1,Python,question_images_version_2
7,n,789.12,440.88,14,33,7,0,toy_text_1_1_question_01111_target,1,1,Python,question_images_version_2
8, ,803.12,440.88,14,33,8,0,toy_text_1_1_question_01111_target,1,1,,question_images_version_2
9,p,817.12,440.88,14,33,9,0,toy_text_1_1_question_01111_target,2,2,package,question_images_version_2
10,a,831.12,440.88,14,33,10,0,toy_text_1_1_question_01111_target,2,2,package,question_images_version_2
11,c,845.12,440.88,14,33,11,0,toy_text_1_1_question_01111_target,2,2,package,question_images_version_2
12,k,859.12,440.88,14,33,12,0,toy_text_1_1_question_01111_target,2,2,package,question_images_version_2
13,a,873.12,440.88,14,33,13,0,toy_text_1_1_question_01111_target,2,2,package,question_images_version_2
14,g,887.12,440.88,14,33,14,0,toy_text_1_1_question_01111_target,2,2,package,question_images_version_2
15,e,901.12,440.88,14,33,15,0,toy_text_1_1_question_01111_target,2,2,package,question_images_version_2
0,A,195.6,250.5,14,33,0,0,toy_text_1_1_question_01111_distractor_a,0,0,A,question_images_version_2
1, ,209.6,250.5,14,33,1,0,toy_text_1_1_question_01111_distractor_a,0,0,,question_images_version_2
2,p,223.6,250.5,14,33,2,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_2
3,l,237.6,250.5,14,33,3,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_2
4,o,251.6,250.5,14,33,4,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_2
5,t,265.6,250.5,14,33,5,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_2
6,t,279.6,250.5,14,33,6,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_2
7,i,293.6,250.5,14,33,7,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_2
8,n,307.6,250.5,14,33,8,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_2
9,g,321.6,250.5,14,33,9,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_2
10, ,335.6,250.5,14,33,10,0,toy_text_1_1_question_01111_distractor_a,1,1,,question_images_version_2
11,m,349.6,250.5,14,33,11,0,toy_text_1_1_question_01111_distractor_a,2,2,method,question_images_version_2
12,e,363.6,250.5,14,33,12,0,toy_text_1_1_question_01111_distractor_a,2,2,method,question_images_version_2
13,t,377.6,250.5,14,33,13,0,toy_text_1_1_question_01111_distractor_a,2,2,method,question_images_version_2
14,h,391.6,250.5,14,33,14,0,toy_text_1_1_question_01111_distractor_a,2,2,method,question_images_version_2
15,o,405.6,250.5,14,33,15,0,toy_text_1_1_question_01111_distractor_a,2,2,method,question_images_version_2
16,d,419.6,250.5,14,33,16,0,toy_text_1_1_question_01111_distractor_a,2,2,method,question_images_version_2
0,A,81.0,440.88,14,33,0,0,toy_text_1_1_question_01111_distractor_b,0,0,A,question_images_version_2
1, ,95.0,440.88,14,33,1,0,toy_text_1_1_question_01111_distractor_b,0,0,,question_images_version_2
2,J,109.0,440.88,14,33,2,0,toy_text_1_1_question_01111_distractor_b,1,1,Java,question_images_version_2
3,a,123.0,440.88,14,33,3,0,toy_text_1_1_question_01111_distractor_b,1,1,Java,question_images_version_2
4,v,137.0,440.88,14,33,4,0,toy_text_1_1_question_01111_distractor_b,1,1,Java,question_images_version_2
5,a,151.0,440.88,14,33,5,0,toy_text_1_1_question_01111_distractor_b,1,1,Java,question_images_version_2
6, ,165.0,440.88,14,33,6,0,toy_text_1_1_question_01111_distractor_b,1,1,,question_images_version_2
7,s,179.0,440.88,14,33,7,0,toy_text_1_1_question_01111_distractor_b,2,2,script,question_images_version_2
8,c,193.0,440.88,14,33,8,0,toy_text_1_1_question_01111_distractor_b,2,2,script,question_images_version_2
9,r,207.0,440.88,14,33,9,0,toy_text_1_1_question_01111_distractor_b,2,2,script,question_images_version_2
10,i,221.0,440.88,14,33,10,0,toy_text_1_1_question_01111_distractor_b,2,2,script,question_images_version_2
11,p,235.0,440.88,14,33,11,0,toy_text_1_1_question_01111_distractor_b,2,2,script,question_images_version_2
12,t,249.0,440.88,14,33,12,0,toy_text_1_1_question_01111_distractor_b,2,2,script,question_images_version_2
0,A,195.6,751.5,14,33,0,0,toy_text_1_1_question_01111_distractor_c,0,0,A,question_images_version_2
1, ,209.6,751.5,14,33,1,0,toy_text_1_1_question_01111_distractor_c,0,0,,question_images_version_2
2,t,223.6,751.5,14,33,2,0,toy_text_1_1_question_01111_distractor_c,1,1,test,question_images_version_2
3,e,237.6,751.5,14,33,3,0,toy_text_1_1_question_01111_distractor_c,1,1,test,question_images_version_2
4,s,251.6,751.5,14,33,4,0,toy_text_1_1_question_01111_distractor_c,1,1,test,question_images_version_2
5,t,265.6,751.5,14,33,5,0,toy_text_1_1_question_01111_distractor_c,1,1,test,question_images_version_2
6, ,279.6,751.5,14,33,6,0,toy_text_1_1_question_01111_distractor_c,1,1,,question_images_version_2
7,s,293.6,751.5,14,33,7,0,toy_text_1_1_question_01111_distractor_c,2,2,suite,question_images_version_2
8,u,307.6,751.5,14,33,8,0,toy_text_1_1_question_01111_distractor_c,2,2,suite,question_images_version_2
9,i,321.6,751.5,14,33,9,0,toy_text_1_1_question_01111_distractor_c,2,2,suite,question_images_version_2
10,t,335.6,751.5,14,33,10,0,toy_text_1_1_question_01111_distractor_c,2,2,suite,question_images_version_2
11,e,349.6,751.5,14,33,11,0,toy_text_1_1_question_01111_distractor_c,2,2,suite,question_images_version_2
0,W,81.0,89.0,14,33,0,0,question_01111,0,0,What,question_images_version_3
1,h,95.0,89.0,14,33,1,0,question_01111,0,0,What,question_images_version_3
2,a,109.0,89.0,14,33,2,0,question_01111,0,0,What,question_images_version_3
3,t,123.0,89.0,14,33,3,0,question_01111,0,0,What,question_images_version_3
4, ,137.0,89.0,14,33,4,0,question_01111,0,0,,question_images_version_3
5,i,151.0,89.0,14,33,5,0,question_01111,1,1,is,question_images_version_3
6,s,165.0,89.0,14,33,6,0,question_01111,1,1,is,question_images_version_3
7, ,179.0,89.0,14,33,7,0,question_01111,1,1,,question_images_version_3
8,p,193.0,89.0,14,33,8,0,question_01111,2,2,pymovements?,question_images_version_3
9,y,207.0,89.0,14,33,9,0,question_01111,2,2,pymovements?,question_images_version_3
10,m,221.0,89.0,14,33,10,0,question_01111,2,2,pymovements?,question_images_version_3
11,o,235.0,89.0,14,33,11,0,question_01111,2,2,pymovements?,question_images_version_3
12,v,249.0,89.0,14,33,12,0,question_01111,2,2,pymovements?,question_images_version_3
13,e,263.0,89.0,14,33,13,0,question_01111,2,2,pymovements?,question_images_version_3
14,m,277.0,89.0,14,33,14,0,question_01111,2,2,pymovements?,question_images_version_3
15,e,291.0,89.0,14,33,15,0,question_01111,2,2,pymovements?,question_images_version_3
16,n,305.0,89.0,14,33,16,0,question_01111,2,2,pymovements?,question_images_version_3
17,t,319.0,89.0,14,33,17,0,question_01111,2,2,pymovements?,question_images_version_3
18,s,333.0,89.0,14,33,18,0,question_01111,2,2,pymovements?,question_images_version_3
19,?,347.0,89.0,14,33,19,0,question_01111,2,2,pymovements?,question_images_version_3
0,A,691.12,440.88,14,33,0,0,toy_text_1_1_question_01111_target,0,0,A,question_images_version_3
1, ,705.12,440.88,14,33,1,0,toy_text_1_1_question_01111_target,0,0,,question_images_version_3
2,P,719.12,440.88,14,33,2,0,toy_text_1_1_question_01111_target,1,1,Python,question_images_version_3
3,y,733.12,440.88,14,33,3,0,toy_text_1_1_question_01111_target,1,1,Python,question_images_version_3
4,t,747.12,440.88,14,33,4,0,toy_text_1_1_question_01111_target,1,1,Python,question_images_version_3
5,h,761.12,440.88,14,33,5,0,toy_text_1_1_question_01111_target,1,1,Python,question_images_version_3
6,o,775.12,440.88,14,33,6,0,toy_text_1_1_question_01111_target,1,1,Python,question_images_version_3
7,n,789.12,440.88,14,33,7,0,toy_text_1_1_question_01111_target,1,1,Python,question_images_version_3
8, ,803.12,440.88,14,33,8,0,toy_text_1_1_question_01111_target,1,1,,question_images_version_3
9,p,817.12,440.88,14,33,9,0,toy_text_1_1_question_01111_target,2,2,package,question_images_version_3
10,a,831.12,440.88,14,33,10,0,toy_text_1_1_question_01111_target,2,2,package,question_images_version_3
11,c,845.12,440.88,14,33,11,0,toy_text_1_1_question_01111_target,2,2,package,question_images_version_3
12,k,859.12,440.88,14,33,12,0,toy_text_1_1_question_01111_target,2,2,package,question_images_version_3
13,a,873.12,440.88,14,33,13,0,toy_text_1_1_question_01111_target,2,2,package,question_images_version_3
14,g,887.12,440.88,14,33,14,0,toy_text_1_1_question_01111_target,2,2,package,question_images_version_3
15,e,901.12,440.88,14,33,15,0,toy_text_1_1_question_01111_target,2,2,package,question_images_version_3
0,A,195.6,250.5,14,33,0,0,toy_text_1_1_question_01111_distractor_a,0,0,A,question_images_version_3
1, ,209.6,250.5,14,33,1,0,toy_text_1_1_question_01111_distractor_a,0,0,,question_images_version_3
2,p,223.6,250.5,14,33,2,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_3
3,l,237.6,250.5,14,33,3,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_3
4,o,251.6,250.5,14,33,4,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_3
5,t,265.6,250.5,14,33,5,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_3
6,t,279.6,250.5,14,33,6,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_3
7,i,293.6,250.5,14,33,7,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_3
8,n,307.6,250.5,14,33,8,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_3
9,g,321.6,250.5,14,33,9,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_3
10, ,335.6,250.5,14,33,10,0,toy_text_1_1_question_01111_distractor_a,1,1,,question_images_version_3
11,m,349.6,250.5,14,33,11,0,toy_text_1_1_question_01111_distractor_a,2,2,method,question_images_version_3
12,e,363.6,250.5,14,33,12,0,toy_text_1_1_question_01111_distractor_a,2,2,method,question_images_version_3
13,t,377.6,250.5,14,33,13,0,toy_text_1_1_question_01111_distractor_a,2,2,method,question_images_version_3
14,h,391.6,250.5,14,33,14,0,toy_text_1_1_question_01111_distractor_a,2,2,method,question_images_version_3
15,o,405.6,250.5,14,33,15,0,toy_text_1_1_question_01111_distractor_a,2,2,method,question_images_version_3
16,d,419.6,250.5,14,33,16,0,toy_text_1_1_question_01111_distractor_a,2,2,method,question_images_version_3
0,A,81.0,440.88,14,33,0,0,toy_text_1_1_question_01111_distractor_b,0,0,A,question_images_version_3
1, ,95.0,440.88,14,33,1,0,toy_text_1_1_question_01111_distractor_b,0,0,,question_images_version_3
2,J,109.0,440.88,14,33,2,0,toy_text_1_1_question_01111_distractor_b,1,1,Java,question_images_version_3
3,a,123.0,440.88,14,33,3,0,toy_text_1_1_question_01111_distractor_b,1,1,Java,question_images_version_3
4,v,137.0,440.88,14,33,4,0,toy_text_1_1_question_01111_distractor_b,1,1,Java,question_images_version_3
5,a,151.0,440.88,14,33,5,0,toy_text_1_1_question_01111_distractor_b,1,1,Java,question_images_version_3
6, ,165.0,440.88,14,33,6,0,toy_text_1_1_question_01111_distractor_b,1,1,,question_images_version_3
7,s,179.0,440.88,14,33,7,0,toy_text_1_1_question_01111_distractor_b,2,2,script,question_images_version_3
8,c,193.0,440.88,14,33,8,0,toy_text_1_1_question_01111_distractor_b,2,2,script,question_images_version_3
9,r,207.0,440.88,14,33,9,0,toy_text_1_1_question_01111_distractor_b,2,2,script,question_images_version_3
10,i,221.0,440.88,14,33,10,0,toy_text_1_1_question_01111_distractor_b,2,2,script,question_images_version_3
11,p,235.0,440.88,14,33,11,0,toy_text_1_1_question_01111_distractor_b,2,2,script,question_images_version_3
12,t,249.0,440.88,14,33,12,0,toy_text_1_1_question_01111_distractor_b,2,2,script,question_images_version_3
0,A,195.6,751.5,14,33,0,0,toy_text_1_1_question_01111_distractor_c,0,0,A,question_images_version_3
1, ,209.6,751.5,14,33,1,0,toy_text_1_1_question_01111_distractor_c,0,0,,question_images_version_3
2,t,223.6,751.5,14,33,2,0,toy_text_1_1_question_01111_distractor_c,1,1,test,question_images_version_3
3,e,237.6,751.5,14,33,3,0,toy_text_1_1_question_01111_distractor_c,1,1,test,question_images_version_3
4,s,251.6,751.5,14,33,4,0,toy_text_1_1_question_01111_distractor_c,1,1,test,question_images_version_3
5,t,265.6,751.5,14,33,5,0,toy_text_1_1_question_01111_distractor_c,1,1,test,question_images_version_3
6, ,279.6,751.5,14,33,6,0,toy_text_1_1_question_01111_distractor_c,1,1,,question_images_version_3
7,s,293.6,751.5,14,33,7,0,toy_text_1_1_question_01111_distractor_c,2,2,suite,question_images_version_3
8,u,307.6,751.5,14,33,8,0,toy_text_1_1_question_01111_distractor_c,2,2,suite,question_images_version_3
9,i,321.6,751.5,14,33,9,0,toy_text_1_1_question_01111_distractor_c,2,2,suite,question_images_version_3
10,t,335.6,751.5,14,33,10,0,toy_text_1_1_question_01111_distractor_c,2,2,suite,question_images_version_3
11,e,349.6,751.5,14,33,11,0,toy_text_1_1_question_01111_distractor_c,2,2,suite,question_images_version_3
0,W,81.0,89.0,14,33,0,0,question_01111,0,0,What,question_images_version_4
1,h,95.0,89.0,14,33,1,0,question_01111,0,0,What,question_images_version_4
2,a,109.0,89.0,14,33,2,0,question_01111,0,0,What,question_images_version_4
3,t,123.0,89.0,14,33,3,0,question_01111,0,0,What,question_images_version_4
4, ,137.0,89.0,14,33,4,0,question_01111,0,0,,question_images_version_4
5,i,151.0,89.0,14,33,5,0,question_01111,1,1,is,question_images_version_4
6,s,165.0,89.0,14,33,6,0,question_01111,1,1,is,question_images_version_4
7, ,179.0,89.0,14,33,7,0,question_01111,1,1,,question_images_version_4
8,p,193.0,89.0,14,33,8,0,question_01111,2,2,pymovements?,question_images_version_4
9,y,207.0,89.0,14,33,9,0,question_01111,2,2,pymovements?,question_images_version_4
10,m,221.0,89.0,14,33,10,0,question_01111,2,2,pymovements?,question_images_version_4
11,o,235.0,89.0,14,33,11,0,question_01111,2,2,pymovements?,question_images_version_4
12,v,249.0,89.0,14,33,12,0,question_01111,2,2,pymovements?,question_images_version_4
13,e,263.0,89.0,14,33,13,0,question_01111,2,2,pymovements?,question_images_version_4
14,m,277.0,89.0,14,33,14,0,question_01111,2,2,pymovements?,question_images_version_4
15,e,291.0,89.0,14,33,15,0,question_01111,2,2,pymovements?,question_images_version_4
16,n,305.0,89.0,14,33,16,0,question_01111,2,2,pymovements?,question_images_version_4
17,t,319.0,89.0,14,33,17,0,question_01111,2,2,pymovements?,question_images_version_4
18,s,333.0,89.0,14,33,18,0,question_01111,2,2,pymovements?,question_images_version_4
19,?,347.0,89.0,14,33,19,0,question_01111,2,2,pymovements?,question_images_version_4
0,A,691.12,440.88,14,33,0,0,toy_text_1_1_question_01111_target,0,0,A,question_images_version_4
1, ,705.12,440.88,14,33,1,0,toy_text_1_1_question_01111_target,0,0,,question_images_version_4
2,P,719.12,440.88,14,33,2,0,toy_text_1_1_question_01111_target,1,1,Python,question_images_version_4
3,y,733.12,440.88,14,33,3,0,toy_text_1_1_question_01111_target,1,1,Python,question_images_version_4
4,t,747.12,440.88,14,33,4,0,toy_text_1_1_question_01111_target,1,1,Python,question_images_version_4
5,h,761.12,440.88,14,33,5,0,toy_text_1_1_question_01111_target,1,1,Python,question_images_version_4
6,o,775.12,440.88,14,33,6,0,toy_text_1_1_question_01111_target,1,1,Python,question_images_version_4
7,n,789.12,440.88,14,33,7,0,toy_text_1_1_question_01111_target,1,1,Python,question_images_version_4
8, ,803.12,440.88,14,33,8,0,toy_text_1_1_question_01111_target,1,1,,question_images_version_4
9,p,817.12,440.88,14,33,9,0,toy_text_1_1_question_01111_target,2,2,package,question_images_version_4
10,a,831.12,440.88,14,33,10,0,toy_text_1_1_question_01111_target,2,2,package,question_images_version_4
11,c,845.12,440.88,14,33,11,0,toy_text_1_1_question_01111_target,2,2,package,question_images_version_4
12,k,859.12,440.88,14,33,12,0,toy_text_1_1_question_01111_target,2,2,package,question_images_version_4
13,a,873.12,440.88,14,33,13,0,toy_text_1_1_question_01111_target,2,2,package,question_images_version_4
14,g,887.12,440.88,14,33,14,0,toy_text_1_1_question_01111_target,2,2,package,question_images_version_4
15,e,901.12,440.88,14,33,15,0,toy_text_1_1_question_01111_target,2,2,package,question_images_version_4
0,A,195.6,250.5,14,33,0,0,toy_text_1_1_question_01111_distractor_a,0,0,A,question_images_version_4
1, ,209.6,250.5,14,33,1,0,toy_text_1_1_question_01111_distractor_a,0,0,,question_images_version_4
2,p,223.6,250.5,14,33,2,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_4
3,l,237.6,250.5,14,33,3,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_4
4,o,251.6,250.5,14,33,4,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_4
5,t,265.6,250.5,14,33,5,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_4
6,t,279.6,250.5,14,33,6,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_4
7,i,293.6,250.5,14,33,7,0,toy_text_1_1_question_01111_distractor_a,1,1,plotting,question_images_version_4
